country,state,city,station,last_update,CO,NH3,NO2,OZONE,PM10,PM2.5,SO2,AQI,AQI_Category
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",2026-02-26 19:00:00,17.0,3.0,27.0,28.0,91.0,34.0,21.0,56,Satisfactory
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",2026-02-26 19:00:00,52.0,5.0,20.0,24.0,71.0,76.0,17.0,152,Moderate
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",2026-02-26 19:00:00,21.0,4.0,20.0,44.0,56.0,60.0,13.0,100,Satisfactory
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",2026-02-26 19:00:00,36.0,3.0,22.0,14.0,81.0,80.0,12.0,166,Moderate
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",2026-02-26 19:00:00,28.0,4.0,30.0,24.0,57.0,45.0,9.0,75,Satisfactory
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",2026-02-26 19:00:00,23.0,1.0,29.0,46.0,64.0,65.0,8.0,115,Moderate
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",2026-02-26 19:00:00,22.0,6.0,34.0,36.0,66.0,72.0,15.0,139,Moderate
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",2026-02-26 19:00:00,28.0,5.0,19.0,23.0,51.0,55.0,15.0,92,Satisfactory
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",2026-02-26 19:00:00,36.0,5.0,23.0,41.0,44.0,48.0,18.0,80,Satisfactory
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",2026-02-26 19:00:00,40.0,5.0,28.0,29.0,61.0,67.0,15.0,121,Moderate
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",2026-02-26 19:00:00,32.0,4.0,21.0,27.0,63.0,70.0,16.0,132,Moderate
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",2026-02-26 19:00:00,23.0,4.0,82.0,49.0,202.0,98.0,21.0,225,Poor
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",2026-02-26 19:00:00,21.0,1.0,7.0,6.0,170.0,188.0,10.0,352,Very Poor
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",2026-02-26 19:00:00,60.0,4.0,7.0,38.0,111.0,188.0,31.0,352,Very Poor
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",2026-02-26 19:00:00,30.0,5.0,15.0,13.0,96.0,76.0,11.0,152,Moderate
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",2026-02-26 19:00:00,18.0,4.0,1.0,9.0,107.0,122.0,10.0,302,Very Poor
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",2026-02-26 19:00:00,21.0,6.0,14.0,15.0,114.0,150.0,8.0,323,Very Poor
India,Assam,Silchar,"Tarapur, Silchar - PCBA",2026-02-26 19:00:00,39.0,2.0,29.0,7.0,66.0,65.0,6.0,115,Moderate
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",2026-02-26 19:00:00,11.0,8.0,44.0,51.0,52.0,45.0,9.0,75,Satisfactory
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",2026-02-26 19:00:00,54.0,4.0,3.0,10.0,70.0,82.0,37.0,173,Moderate
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",2026-02-26 19:00:00,102.0,2.0,8.0,59.0,87.0,38.0,10.0,63,Satisfactory
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",2026-02-26 19:00:00,27.0,5.0,14.0,32.0,77.0,75.0,24.0,149,Moderate
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",2026-02-26 19:00:00,113.0,1.0,8.0,22.0,68.0,74.0,7.0,145,Moderate
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",2026-02-26 19:00:00,18.0,1.0,9.0,16.0,76.0,66.0,53.0,118,Moderate
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",2026-02-26 19:00:00,87.0,7.0,7.0,24.0,77.0,19.0,57.0,32,Good
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",2026-02-26 19:00:00,25.0,3.0,9.0,23.0,69.0,71.0,15.0,135,Moderate
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",2026-02-26 19:00:00,44.0,26.0,2.0,3.0,61.0,43.0,39.0,71,Satisfactory
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",2026-02-26 19:00:00,79.0,1.0,12.0,25.0,120.0,77.0,42.0,156,Moderate
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2026-02-26 19:00:00,33.0,3.0,34.0,42.0,64.0,63.0,8.0,108,Moderate
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",2026-02-26 19:00:00,20.0,19.0,52.0,122.0,128.0,120.0,6.0,300,Poor
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",2026-02-26 19:00:00,84.0,1.0,9.0,10.0,56.0,54.0,21.0,90,Satisfactory
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",2026-02-26 19:00:00,22.0,3.0,11.0,32.0,76.0,89.0,8.0,197,Moderate
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",2026-02-26 19:00:00,32.0,1.0,7.0,10.0,136.0,132.0,17.0,309,Very Poor
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",2026-02-26 19:00:00,18.0,3.0,5.0,9.0,96.0,100.0,3.0,232,Poor
India,Bihar,Munger,"Town Hall, Munger - BSPCB",2026-02-26 19:00:00,43.0,3.0,5.0,10.0,61.0,63.0,42.0,108,Moderate
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",2026-02-26 19:00:00,56.0,6.0,4.0,55.0,63.0,86.0,14.0,186,Moderate
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",2026-02-26 19:00:00,50.0,11.0,50.0,30.0,109.0,95.0,6.0,215,Poor
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",2026-02-26 19:00:00,48.0,5.0,18.0,80.0,156.0,188.0,5.0,352,Very Poor
India,Bihar,Patna,"Muradpur, Patna - BSPCB",2026-02-26 19:00:00,21.0,5.0,11.0,81.0,152.0,121.0,9.0,301,Very Poor
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",2026-02-26 19:00:00,32.0,4.0,52.0,30.0,95.0,83.0,3.0,176,Moderate
India,Bihar,Patna,"Samanpura, Patna - BSPCB",2026-02-26 19:00:00,93.0,10.0,43.0,94.0,133.0,76.0,3.0,152,Moderate
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",2026-02-26 19:00:00,65.0,3.0,6.0,9.0,66.0,83.0,18.0,176,Moderate
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",2026-02-26 19:00:00,40.0,3.0,14.0,26.0,49.0,52.0,3.0,86,Satisfactory
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",2026-02-26 19:00:00,40.0,4.0,7.0,10.0,121.0,92.0,18.0,204,Poor
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",2026-02-26 19:00:00,4.0,1.0,8.0,8.0,85.0,108.0,24.0,259,Poor
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",2026-02-26 19:00:00,70.0,3.0,3.0,20.0,71.0,32.0,5.0,53,Satisfactory
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",2026-02-26 19:00:00,60.0,1.0,2.0,11.0,80.0,55.0,6.0,92,Satisfactory
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",2026-02-26 19:00:00,72.0,18.0,19.0,116.0,75.0,93.0,13.0,208,Poor
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",2026-02-26 19:00:00,22.0,9.0,4.0,54.0,116.0,160.0,7.0,331,Very Poor
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",2026-02-26 19:00:00,31.0,2.0,35.0,20.0,30.0,24.0,8.0,40,Good
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",2026-02-26 19:00:00,29.0,3.0,11.0,11.0,40.0,34.0,8.0,56,Satisfactory
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",2026-02-26 19:00:00,4.0,5.0,51.0,25.0,56.0,50.0,43.0,83,Satisfactory
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",2026-02-26 19:00:00,13.0,1.0,24.0,8.0,63.0,45.0,39.0,75,Satisfactory
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",2026-02-26 19:00:00,14.0,2.0,38.0,50.0,115.0,61.0,14.0,101,Moderate
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",2026-02-26 19:00:00,28.0,4.0,40.0,4.0,76.0,53.0,6.0,88,Satisfactory
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",2026-02-26 19:00:00,39.0,2.0,26.0,6.0,74.0,50.0,12.0,83,Satisfactory
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",2026-02-26 19:00:00,21.0,2.0,14.0,27.0,66.0,47.0,6.0,78,Satisfactory
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",2026-02-26 19:00:00,10.0,2.0,14.0,3.0,95.0,44.0,3.0,73,Satisfactory
India,Delhi,Delhi,"Alipur, Delhi - DPCC",2026-02-26 19:00:00,40.0,14.0,53.0,38.0,196.0,217.0,11.0,375,Very Poor
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2026-02-26 19:00:00,84.0,9.0,86.0,13.0,300.0,229.0,21.0,384,Very Poor
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2026-02-26 19:00:00,15.0,14.0,82.0,85.0,189.0,219.0,16.0,376,Very Poor
India,Delhi,Delhi,"Bawana, Delhi - DPCC",2026-02-26 19:00:00,30.0,8.0,31.0,79.0,206.0,252.0,11.0,401,Severe
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",2026-02-26 19:00:00,82.0,8.0,24.0,85.0,223.0,217.0,25.0,375,Very Poor
India,Delhi,Delhi,"DTU, Delhi - CPCB",2026-02-26 19:00:00,20.0,10.0,52.0,23.0,127.0,184.0,27.0,349,Very Poor
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2026-02-26 19:00:00,34.0,7.0,30.0,120.0,160.0,172.0,15.0,340,Very Poor
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",2026-02-26 19:00:00,36.0,21.0,89.0,98.0,216.0,205.0,18.0,365,Very Poor
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2026-02-26 19:00:00,85.0,9.0,48.0,24.0,137.0,127.0,23.0,306,Very Poor
India,Delhi,Delhi,"ITO, Delhi - CPCB",2026-02-26 19:00:00,34.0,4.0,53.0,48.0,113.0,243.0,20.0,395,Very Poor
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",2026-02-26 19:00:00,40.0,14.0,91.0,14.0,218.0,240.0,51.0,392,Very Poor
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",2026-02-26 19:00:00,26.0,14.0,103.0,142.0,161.0,154.0,19.0,326,Very Poor
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",2026-02-26 19:00:00,39.0,15.0,90.0,91.0,163.0,136.0,23.0,313,Very Poor
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2026-02-26 19:00:00,90.0,11.0,73.0,77.0,150.0,66.0,23.0,118,Moderate
India,Delhi,Delhi,"Mundka, Delhi - DPCC",2026-02-26 19:00:00,82.0,10.0,120.0,62.0,240.0,221.0,31.0,378,Very Poor
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",2026-02-26 19:00:00,55.0,7.0,96.0,26.0,146.0,130.0,15.0,308,Very Poor
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",2026-02-26 19:00:00,12.0,12.0,105.0,115.0,117.0,130.0,21.0,308,Very Poor
India,Delhi,Delhi,"Narela, Delhi - DPCC",2026-02-26 19:00:00,26.0,7.0,34.0,76.0,174.0,192.0,15.0,355,Very Poor
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",2026-02-26 19:00:00,76.0,14.0,80.0,79.0,191.0,223.0,23.0,379,Very Poor
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",2026-02-26 19:00:00,71.0,12.0,93.0,92.0,185.0,163.0,15.0,333,Very Poor
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",2026-02-26 19:00:00,39.0,7.0,77.0,95.0,184.0,180.0,17.0,346,Very Poor
India,Delhi,Delhi,"Pusa, Delhi - DPCC",2026-02-26 19:00:00,74.0,17.0,89.0,82.0,190.0,212.0,11.0,371,Very Poor
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",2026-02-26 19:00:00,36.0,8.0,75.0,98.0,170.0,217.0,27.0,375,Very Poor
India,Delhi,Delhi,"Rohini, Delhi - DPCC",2026-02-26 19:00:00,22.0,11.0,53.0,115.0,230.0,228.0,14.0,383,Very Poor
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",2026-02-26 19:00:00,21.0,13.0,72.0,37.0,184.0,278.0,18.0,412,Severe
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",2026-02-26 19:00:00,16.0,9.0,43.0,23.0,208.0,195.0,35.0,358,Very Poor
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",2026-02-26 19:00:00,36.0,6.0,40.0,102.0,166.0,204.0,32.0,365,Very Poor
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2026-02-26 19:00:00,25.0,5.0,40.0,83.0,123.0,118.0,11.0,293,Poor
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",2026-02-26 19:00:00,53.0,6.0,61.0,77.0,181.0,229.0,18.0,384,Very Poor
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",2026-02-26 19:00:00,37.0,11.0,54.0,46.0,248.0,223.0,11.0,379,Very Poor
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",2026-02-26 19:00:00,26.0,8.0,44.0,34.0,126.0,65.0,26.0,115,Moderate
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",2026-02-26 19:00:00,39.0,13.0,74.0,25.0,182.0,113.0,81.0,276,Poor
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",2026-02-26 19:00:00,23.0,22.0,64.0,52.0,106.0,81.0,41.0,169,Moderate
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",2026-02-26 19:00:00,67.0,8.0,77.0,39.0,121.0,78.0,62.0,159,Moderate
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",2026-02-26 19:00:00,24.0,11.0,33.0,63.0,99.0,93.0,13.0,208,Poor
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",2026-02-26 19:00:00,20.0,9.0,11.0,33.0,106.0,95.0,19.0,215,Poor
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2026-02-26 19:00:00,19.0,3.0,46.0,47.0,111.0,61.0,29.0,101,Moderate
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",2026-02-26 19:00:00,48.0,6.0,11.0,36.0,79.0,58.0,17.0,97,Satisfactory
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro",2026-02-26 19:00:00,92.0,5.0,46.0,9.0,82.0,24.0,20.0,40,Good
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",2026-02-26 19:00:00,45.0,12.0,50.0,40.0,210.0,104.0,11.0,245,Poor
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",2026-02-26 19:00:00,3.0,8.0,14.0,22.0,129.0,92.0,8.0,204,Poor
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",2026-02-26 19:00:00,37.0,4.0,39.0,18.0,138.0,137.0,15.0,313,Very Poor
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",2026-02-26 19:00:00,115.0,2.0,34.0,15.0,114.0,78.0,8.0,159,Moderate
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ",2026-02-26 19:00:00,111.0,4.0,15.0,25.0,81.0,52.0,14.0,86,Satisfactory
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro",2026-02-26 19:00:00,100.0,4.0,27.0,9.0,91.0,72.0,17.0,139,Moderate
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",2026-02-26 19:00:00,80.0,4.0,19.0,9.0,74.0,70.0,17.0,132,Moderate
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",2026-02-26 19:00:00,15.0,11.0,91.0,45.0,132.0,139.0,37.0,315,Very Poor
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",2026-02-26 19:00:00,28.0,8.0,10.0,19.0,82.0,78.0,12.0,159,Moderate
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",2026-02-26 19:00:00,37.0,3.0,20.0,6.0,300.0,161.0,4.0,332,Very Poor
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",2026-02-26 19:00:00,16.0,3.0,8.0,14.0,65.0,76.0,4.0,152,Moderate
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",2026-02-26 19:00:00,14.0,6.0,15.0,15.0,140.0,294.0,11.0,418,Severe
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",2026-02-26 19:00:00,82.0,21.0,42.0,32.0,177.0,246.0,11.0,397,Very Poor
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",2026-02-26 19:00:00,11.0,11.0,25.0,30.0,133.0,194.0,8.0,357,Very Poor
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",2026-02-26 19:00:00,31.0,10.0,31.0,15.0,271.0,320.0,5.0,428,Severe
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",2026-02-26 19:00:00,55.0,11.0,37.0,28.0,112.0,110.0,5.0,266,Poor
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",2026-02-26 19:00:00,27.0,14.0,19.0,72.0,19.0,13.0,10.0,22,Good
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",2026-02-26 19:00:00,38.0,11.0,8.0,37.0,254.0,317.0,9.0,427,Severe
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",2026-02-26 19:00:00,26.0,6.0,31.0,15.0,139.0,158.0,22.0,329,Very Poor
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",2026-02-26 19:00:00,3.0,6.0,6.0,26.0,110.0,186.0,2.0,351,Very Poor
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",2026-02-26 19:00:00,35.0,5.0,19.0,54.0,176.0,205.0,2.0,365,Very Poor
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB",2026-02-26 19:00:00,76.0,13.0,21.0,28.0,80.0,74.0,34.0,145,Moderate
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",2026-02-26 19:00:00,10.0,12.0,56.0,30.0,199.0,247.0,11.0,398,Very Poor
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",2026-02-26 19:00:00,67.0,12.0,48.0,19.0,84.0,110.0,5.0,266,Poor
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",2026-02-26 19:00:00,33.0,9.0,24.0,9.0,67.0,59.0,9.0,98,Satisfactory
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",2026-02-26 19:00:00,6.0,10.0,33.0,75.0,115.0,192.0,13.0,355,Very Poor
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",2026-02-26 19:00:00,49.0,2.0,31.0,30.0,126.0,212.0,11.0,371,Very Poor
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",2026-02-26 19:00:00,40.0,4.0,37.0,32.0,142.0,172.0,12.0,340,Very Poor
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",2026-02-26 19:00:00,52.0,7.0,28.0,117.0,158.0,166.0,68.0,336,Very Poor
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",2026-02-26 19:00:00,52.0,3.0,27.0,28.0,77.0,42.0,17.0,70,Satisfactory
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",2026-02-26 19:00:00,29.0,9.0,92.0,216.0,109.0,48.0,17.0,80,Satisfactory
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",2026-02-26 19:00:00,23.0,1.0,44.0,20.0,88.0,74.0,14.0,145,Moderate
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",2026-02-26 19:00:00,17.0,6.0,35.0,75.0,66.0,50.0,12.0,83,Satisfactory
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",2026-02-26 19:00:00,35.0,2.0,25.0,94.0,92.0,77.0,11.0,156,Moderate
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",2026-02-26 19:00:00,43.0,3.0,22.0,22.0,103.0,61.0,20.0,101,Moderate
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",2026-02-26 19:00:00,12.0,4.0,26.0,26.0,75.0,37.0,11.0,61,Satisfactory
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",2026-02-26 19:00:00,19.0,4.0,31.0,23.0,108.0,108.0,6.0,259,Poor
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",2026-02-26 19:00:00,36.0,3.0,21.0,29.0,78.0,26.0,5.0,43,Good
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",2026-02-26 19:00:00,47.0,4.0,70.0,71.0,111.0,74.0,5.0,145,Moderate
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",2026-02-26 19:00:00,23.0,2.0,26.0,32.0,48.0,29.0,4.0,48,Good
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",2026-02-26 19:00:00,14.0,4.0,19.0,24.0,63.0,78.0,12.0,159,Moderate
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",2026-02-26 19:00:00,14.0,1.0,7.0,26.0,54.0,37.0,2.0,61,Satisfactory
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",2026-02-26 19:00:00,38.0,3.0,15.0,21.0,61.0,48.0,3.0,80,Satisfactory
